"lab","polarity","anchor_n","replicate","source","apex_rt","areaUnderTic","xicFwhm","maxIntensity","signalToNoiseRatio"
"icl","neg",9,6,"consensus",295.06899833682,18773.1195295267,0.914011001580036,14316.234375,3214.67565425604
"icl","neg",10,6,"own",322.09399223328,25387.339582872,0.91300964358004,20726.34375,2067.85910520535
"icl","neg",11,6,"own",347.45401382448,33422.2348158217,0.686016082799938,28530.953125,2395.20113446137
"icl","neg",12,6,"own",371.96700096132,39746.9414148084,0.91398239135998,31028.140625,2188.79447890268
"icl","neg",13,6,"consensus",396.41000747682,35405.0822442924,0.914011001579979,27560.21875,3585.63598798083
"icl","neg",14,6,"own",420.40901184084,24276.2848612274,0.74300765988005,19168.5625,2119.15370333471
"icl","neg",15,6,"own",444.45899963376,20973.4493476177,0.913982391300067,16679.875,1110.93838108973
"icl","neg",16,6,"consensus",468.22600364688,13677.2848007998,0.684986114520029,10986.0078125,1461.270650951
"icl","neg",17,6,"consensus",491.61197662356,5988.19165741342,0.913982391359923,4951.42578125,602.966977750526
"icl","neg",18,6,"consensus",514.4740104675,2521.0107883875,1.14194869991991,1693.0078125,338.328353254674
"icl","neg",19,6,"consensus",536.17401123048,4380.92590647204,0.914039611799922,1243.5068359375,336.722578140411
"icl","neg",20,6,"own",556.81102752684,2709.67109477986,0.913982391360037,1643.8388671875,465.382533482143
"icl","pos",1,1,"consensus",24.2599993944,20245.2257985912,0.914000272739997,9983.46875,1343.58229431951
"icl","pos",2,1,"own",25.4019999504,28282.3820317536,0.685000419660003,25676.109375,5471.90036635388
"icl","pos",3,1,"consensus",27.45800077914,29695.6115275045,0.45599877834,32588.15625,2163.0258283357
"icl","pos",4,1,"consensus",37.52599954608,115682.953478109,0.456998348220004,104491.25,16948.9722763181
"icl","pos",5,1,"own",113.4610033035,136441.731177428,31.99299573894,7275.89453125,278.686101360987
"icl","pos",6,1,"own",189.703001976,249973.181790054,2.74100303645997,85488.3125,5044.90121950219
"icl","pos",7,1,"own",232.20900535584,382281.806520697,1.14200592041999,257287.5,14012.2507010216
"icl","pos",8,1,"own",266.10400199892,500288.068997657,0.913982391360037,397049.25,18626.6012714051
"icl","pos",9,1,"own",295.58401107786,597222.725077333,0.914011001579979,471356.5,52984.6778182472
"icl","pos",10,1,"consensus",322.3820114136,640009.883220601,0.914011001640006,502273.25,34035.7937597023
"icl","pos",11,1,"own",347.52900123594,659499.932322104,0.91398239135998,474393.5,29086.7088529978
"icl","pos",12,1,"own",372.03300476076,681466.06772636,0.912981033299957,513509.5,31000.2459847326
"icl","pos",13,1,"own",396.27499580382,645495.746992243,1.14200592042005,467153,48473.1085722587
"icl","pos",14,1,"own",420.519990921,480366.963344874,0.971002578779974,390428,20980.7495263562
"icl","pos",15,1,"own",444.5819950104,437768.130648182,0.91398239135998,316538.25,19573.181870326
"icl","pos",16,1,"own",468.3580112457,371633.774049423,0.914011001579979,270677.25,14309.0554890063
"icl","pos",17,1,"own",491.71600341798,283112.76770727,1.14303588870001,195403.25,8545.76057619147
"icl","pos",18,1,"own",514.36100006106,190175.71622816,1.14303588869996,136764.375,6668.43970181181
"icl","pos",19,1,"own",536.30498886108,198398.592292812,0.928001403780058,137143.25,3656.05465050238
"icl","pos",20,1,"own",556.93702697754,267866.897647957,0.91300964358004,199040.875,6845.1562095846
"icl","pos",1,2,"consensus",24.2599993944,20245.2257985912,0.914000272739997,9983.46875,1343.58229431951
"icl","pos",2,2,"own",25.4019999504,28282.3820317536,0.685000419660003,25676.109375,5471.90036635388
"icl","pos",3,2,"consensus",27.45800077914,29695.6115275045,0.45599877834,32588.15625,2163.0258283357
"icl","pos",4,2,"consensus",37.52599954608,115682.953478109,0.456998348220004,104491.25,16948.9722763181
"icl","pos",5,2,"own",113.4610033035,136441.731177428,31.99299573894,7275.89453125,278.686101360987
"icl","pos",6,2,"own",189.703001976,249973.181790054,2.74100303645997,85488.3125,5044.90121950219
"icl","pos",7,2,"own",232.20900535584,382281.806520697,1.14200592041999,257287.5,14012.2507010216
"icl","pos",8,2,"own",266.10400199892,500288.068997657,0.913982391360037,397049.25,18626.6012714051
"icl","pos",9,2,"own",295.58401107786,597222.725077333,0.914011001579979,471356.5,52984.6778182472
"icl","pos",10,2,"consensus",322.3820114136,640009.883220601,0.914011001640006,502273.25,34035.7937597023
"icl","pos",11,2,"own",347.52900123594,659499.932322104,0.91398239135998,474393.5,29086.7088529978
"icl","pos",12,2,"own",372.03300476076,681466.06772636,0.912981033299957,513509.5,31000.2459847326
"icl","pos",13,2,"own",396.27499580382,645495.746992243,1.14200592042005,467153,48473.1085722587
"icl","pos",14,2,"own",420.519990921,480366.963344874,0.971002578779974,390428,20980.7495263562
"icl","pos",15,2,"own",444.5819950104,437768.130648182,0.91398239135998,316538.25,19573.181870326
"icl","pos",16,2,"own",468.3580112457,371633.774049423,0.914011001579979,270677.25,14309.0554890063
"icl","pos",17,2,"own",491.71600341798,283112.76770727,1.14303588870001,195403.25,8545.76057619147
"icl","pos",18,2,"own",514.36100006106,190175.71622816,1.14303588869996,136764.375,6668.43970181181
"icl","pos",19,2,"own",536.30498886108,198398.592292812,0.928001403780058,137143.25,3656.05465050238
"icl","pos",20,2,"own",556.93702697754,267866.897647957,0.91300964358004,199040.875,6845.1562095846
"icl","pos",1,3,"consensus",24.05099987982,13743.9588814997,0.685000419600001,11599.0390625,1104.25028124607
"icl","pos",2,3,"own",25.65000057222,26706.3289191802,0.685999989540001,21209.734375,1587.60882603947
"icl","pos",3,3,"consensus",27.24899947644,31456.3609021881,0.457000136399998,34055.96875,6525.63877613396
"icl","pos",4,3,"consensus",40.03999829292,107384.13416696,13.47600102426,27951.46875,3780.3787585395
"icl","pos",5,3,"own",111.2060022354,140405.868424462,17.15000152584,10607.1015625,1325.94930432506
"icl","pos",6,3,"own",189.2710018158,255149.052391482,2.05600261691998,111243.4375,8153.39227803217
"icl","pos",7,3,"own",232.01399803164,387223.777212773,0.912995338440027,277539.25,11397.4863133301
"icl","pos",8,3,"own",266.11301422122,501076.279228933,0.91300964358004,383440.25,15617.3532358466
"icl","pos",9,3,"own",295.3730106354,585669.363325496,0.685014724740029,482395.75,49717.8513815517
"icl","pos",10,3,"own",322.17398643492,659338.848015771,0.685014724680002,512437.75,48745.3973357905
"icl","pos",11,3,"own",347.531003952,658571.264541014,0.912981033299957,494109,42795.2528392771
"icl","pos",12,3,"own",372.04399108884,691469.184245569,0.914011001640006,534133.5,41442.0454089853
"icl","pos",13,3,"own",396.27399444582,640041.632170728,0.927000045780005,467675,37736.4712051809
"icl","pos",14,3,"own",420.48800468442,466058.1956932,0.971975326559971,371680.5,35811.0751382706
"icl","pos",15,3,"own",444.31400299074,389522.907408327,0.912981033300014,272200.75,26225.4292651905
"icl","pos",16,3,"own",468.31300735476,330855.325257414,1.14300727847996,243415.625,17620.5656256392
"icl","pos",17,3,"own",491.47298812866,286416.360306061,1.15596771240001,196506.5,19586.0544728379
"icl","pos",18,3,"consensus",514.3279838562,198062.305743949,0.913009643520127,140731.625,6689.23969442765
"icl","pos",19,3,"consensus",536.28398895264,203854.612046863,1.14200592042005,143917,4733.2826930998
"icl","pos",20,3,"consensus",556.68199539186,325107.008801203,1.14200592036002,226365.375,17364.7680326322
"icl","pos",1,4,"consensus",24.0330004692,17492.8688043993,0.457000136400001,7961.23828125,665.779125581099
"icl","pos",4,4,"consensus",39.5979988575,56697.717227478,1.14200234411999,12659.7109375,2436.3012733422
"icl","pos",5,4,"consensus",108.9059972763,128740.718863047,18.05300474166,7576.6484375,804.155063581944
"icl","pos",6,4,"consensus",189.26000118258,266164.812577841,2.2839975357,114215.4375,8462.50430819186
"icl","pos",7,4,"consensus",232.23800182344,389113.84831942,1.14199161533998,274035.75,13862.8633183311
"icl","pos",8,4,"consensus",266.11598968506,514855.389640851,0.914011001579979,412822.25,22817.843084906
"icl","pos",9,4,"consensus",295.59700012206,615602.319789717,0.913982391360037,490202.5,43359.9650243652
"icl","pos",10,4,"consensus",322.39299774168,673670.562640557,0.912981033359983,511163.25,48228.996021109
"icl","pos",11,4,"consensus",347.52299308776,690109.855912624,0.914011001639949,516974,44030.7804980897
"icl","pos",12,4,"consensus",372.0669937134,710075.352419368,0.913009643579983,512893.75,38261.6753330493
"icl","pos",13,4,"consensus",396.50799751284,648620.00624344,0.91298103336004,475591.5,45324.1013481222
"icl","pos",14,4,"consensus",420.50900459292,480465.068773282,1.19999885556001,385396.25,33142.7360993101
"icl","pos",15,4,"consensus",444.55101013182,437551.985065952,1.14500999453998,316615.25,23092.7589203667
"icl","pos",16,4,"consensus",468.33300590514,376686.716403497,0.913009643579983,264554.75,13190.8857876297
"icl","pos",17,4,"consensus",491.46400451658,325462.696809615,1.14200592041993,224998.625,16805.7895148203
"icl","pos",18,4,"consensus",514.34801101686,230927.044193819,1.14200592042005,161726.375,10625.5318627808
"icl","pos",19,4,"consensus",536.27901077268,254947.648225151,1.14200592041993,173569,4400.57182108764
"icl","pos",20,4,"consensus",556.89599990844,382121.958000223,1.14303588864004,269616,19723.1871242683
"icl","pos",1,5,"consensus",24.05000030994,15667.7954185425,0.228000283260002,7815.66796875,2053.613646398
"icl","pos",2,5,"consensus",24.96400058268,10013.4786849117,NA,4447.34375,662.926053329736
"icl","pos",4,5,"consensus",40.72700142858,51584.1377924232,NA,10176.609375,1475.32938528581
"icl","pos",5,5,"own",111.22499942778,151819.312845296,17.6119995117,11233.1640625,724.776003562659
"icl","pos",6,5,"own",189.52600479126,265651.508434892,2.05500125880002,114207.3125,7868.32219239229
"icl","pos",7,5,"own",232.27499485014,384589.139349609,0.912995338439998,295934.5,16713.5601270342
"icl","pos",8,5,"own",266.16099357606,539609.041150197,0.913009643579983,442951.25,24085.1690523645
"icl","pos",9,5,"own",295.64801216124,622627.91999804,0.914011001579979,510664.5,49203.281879324
"icl","pos",10,5,"own",322.46601104736,670632.350817918,0.914011001580036,538359,51871.7118575476
"icl","pos",11,5,"consensus",347.83699035642,665356.198551378,0.91300964358004,512633,45703.0656377003
"icl","pos",12,5,"own",372.33598709106,660127.353706869,0.914011001580036,508578,35655.1664766701
"icl","pos",13,5,"own",396.3389968872,616961.982966132,0.914011001580036,489368,50071.7028184359
"icl","pos",14,5,"own",420.57300567624,532175.526361344,0.97200393677997,408895,42361.5548221582
"icl","pos",15,5,"consensus",444.45098876952,413979.54691357,1.14200592041993,314674,23314.8721926251
"icl","pos",16,5,"own",468.44201087952,346506.288613988,1.14200592041999,243343.75,26348.4215500196
"icl","pos",17,5,"own",491.58502578738,300636.975732682,0.91398239135998,227984.625,27241.9345737827
"icl","pos",18,5,"consensus",514.45798873902,197978.361387019,0.913982391359923,150876.125,6550.76981186766
"icl","pos",19,5,"consensus",536.3889884949,214328.300365232,1.14200592041993,148702.125,3743.0352326302
"icl","pos",20,5,"consensus",557.02199935914,327229.409975606,1.14200592042005,239960.375,15995.5485331217
"icl","pos",1,6,"consensus",24.97200071814,8608.91050717924,1.37000083926,3255.7421875,1284.70817273377
"icl","pos",2,6,"consensus",26.11399948596,13395.0313964544,1.14199876782,6408.01171875,572.074434003859
"icl","pos",4,6,"consensus",42.34999895094,61850.7010675636,16.23599946498,4273.76171875,393.191151254542
"icl","pos",5,6,"own",110.08800029754,142271.247114667,18.29499721524,9364.1328125,1006.95397110688
"icl","pos",6,6,"own",189.32600498202,247659.376004302,2.28401184083998,105508.875,7114.52009982463
"icl","pos",7,6,"own",232.08699703218,367427.608811575,0.913996696439995,256331.125,18329.2216627883
"icl","pos",9,6,"own",322.71200180052,560.341128924649,2.28401184078001,174.588623046875,13.4944773847312
"icl","pos",10,6,"own",322.25501060484,605699.230600499,0.914011001640063,465171.5,39217.0426952651
"icl","pos",11,6,"own",347.64101028444,610179.84948487,0.914011001580093,454387.25,52412.6530514923
"icl","pos",12,6,"own",372.15499877928,706793.302989777,0.913982391360037,519502.5,54682.1810696251
"icl","pos",13,6,"own",396.38500213626,668309.692500478,0.913982391299953,465575,80619.241540277
"icl","pos",14,6,"own",420.61500549318,508447.405623727,1.19999885556001,387427.75,40688.7005203265
"icl","pos",15,6,"own",444.46200370788,421347.537919697,1.14197731013996,299716.75,31630.2534054074
"icl","pos",16,6,"own",468.00599098206,353848.000050222,0.929002761839968,249152.5,25439.4517384194
"icl","pos",17,6,"own",491.39499664308,299806.541312122,1.14200592035996,196639.125,24761.0936793957
"icl","pos",18,6,"own",514.25199508668,195702.801107041,1.14200592042005,132670,11245.0320325853
"icl","pos",19,6,"own",535.96601486208,205537.211319272,1.14194869998005,134358.875,5320.50591792982
"icl","pos",20,6,"own",556.83099746706,243490.722076459,0.914039611800035,162801.375,10745.6702576021
